0, 28304640 
1, 28658432 
2, 28643072 
3, 28339968 
4, 28541696 
5, 28263680 
6, 28561664 
7, 28693760 
8, 29035776 
9, 28332032 
10, 28855552 
11, 28742144 
12, 29187328 
13, 29128192 
14, 29082112 
15, 29715712 
16, 29469440 
17, 30017536 
18, 29942784 
19, 30142208 
20, 30679552 
21, 30443008 
22, 30849792 
23, 30470912 
24, 30626816 
25, 30428160 
26, 30499840 
27, 30229504 
28, 30371072 
29, 30426624 
30, 29690880 
31, 30051328 
32, 30298368 
33, 29217792 
34, 29541376 
35, 29013504 
36, 29069312 
37, 29134592 
38, 28798720 
39, 28856064 
40, 28954112 
41, 28666368 
42, 28972544 
43, 28429056 
44, 28555776 
45, 28038400 
46, 28459264 
47, 27827456 
48, 28185344 
49, 27889664 
50, 27767808 
51, 28229888 
52, 27083008 
53, 27589120 
54, 27233024 
55, 27317760 
56, 27319552 
57, 26905856 
58, 26482944 
59, 27021312 
60, 26563584 
61, 26831104 
62, 26547712 
63, 26502656 
64, 26532096 
65, 25711872 
66, 26442496 
67, 26110720 
68, 25929728 
69, 25801984 
70, 25467392 
71, 25875200 
72, 25710592 
73, 25919744 
74, 25942016 
75, 26098688 
76, 26037760 
77, 26044160 
78, 26243840 
79, 26273792 
80, 26473984 
81, 26452224 
82, 26105344 
83, 25902848 
84, 26209280 
85, 25661440 
86, 25463808 
87, 25271040 
88, 25029888 
89, 24686336 
90, 24676352 
91, 24640256 
92, 24508672 
93, 24598784 
94, 24129280 
95, 23754240 
96, 23592448 
97, 23701248 
98, 23501312 
99, 23314432 
100, 23453696 
101, 23255296 
102, 23215872 
103, 23030784 
104, 23077376 
105, 22802432 
106, 23057664 
107, 23106816 
108, 23034624 
109, 23230464 
110, 22917376 
111, 23160320 
112, 23052800 
113, 23230976 
114, 23321600 
115, 23311360 
116, 23250432 
117, 23643392 
118, 23131136 
119, 23206400 
120, 23425792 
121, 23202304 
122, 23275264 
123, 22820864 
124, 23116800 
125, 22426624 
126, 22479616 
127, 22222080 
128, 21881088 
129, 21559040 
130, 21912832 
131, 22013184 
132, 21757184 
133, 21996544 
134, 21810944 
135, 21843968 
136, 21778688 
137, 22032896 
138, 21526016 
139, 21480960 
140, 21249024 
141, 21368832 
142, 21273600 
143, 21226240 
144, 21241088 
145, 21153024 
146, 21623040 
147, 21308672 
148, 21457920 
149, 21211648 
150, 21628672 
151, 21213696 
152, 21538560 
153, 21501184 
154, 21391104 
155, 22062336 
156, 21563136 
